Record_ID,Age_Numeric,Gender,Occupation,Income_Numeric,Primary_OTT_Platform,Subscriptions_Numeric,Tenure_Months,Monthly_Spend_Numeric,Share_Account,Hours_Watched_Numeric,Preferred_Genre,Primary_Device,Usual_Viewing_Time,Pricing_Satisfaction,Content_Satisfaction,Content_Variety,Recommendation_Quality,Advertisement_Tolerance,Streaming_Experience,Switched_Before,Competitor_Awareness,Switch_Intent,Main_Reason_For_Switching,What_Would_Encourage_Stay,Suggestions_To_Improve,Data_Source,Cost_Fatigue_Score,Content_Fatigue_Score,Experience_Fatigue_Score,Overall_Fatigue_Score,Dominant_Fatigue_Type
5042,21.0,Female,Working Professional,62500,Netflix,2.0,4.5,350,Yes,7.5,Comedy,Laptop/Desktop,Night,4,5,4,5,3,4,Yes,Yes,No,No plans to switch,Better recommendations,Add more exclusive content,Synthetic,34.0,29.0,37.0,33.33,Experience
5043,39.5,Male,Student,0,Netflix,1.0,4.5,750,No,2.5,Horror,Mobile,Evening,2,5,3,5,5,3,Yes,No,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,68.86,38.0,38.0,48.29,Cost
5044,21.0,Male,Homemaker,0,Netflix,3.0,1.5,350,No,7.5,Comedy,Laptop/Desktop,Night,4,3,3,4,3,4,No,No,No,No plans to switch,"Better content, Exclusive originals",Improve content variety,Synthetic,34.0,60.0,44.0,46.0,Content
5045,39.5,Female,Homemaker,12500,Netflix,2.0,9.0,350,No,7.5,Thriller,Mobile,Night,3,4,3,4,5,4,No,No,No,No plans to switch,"Better recommendations, Better content",Offer better family plans,Synthetic,48.0,49.0,36.0,44.33,Content
5046,21.0,Male,Student,0,Netflix,2.0,4.5,750,Yes,15.0,Horror,Smart TV,Night,5,3,5,4,3,4,No,Yes,Yes,Poor recommendations,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,26.86,42.0,44.0,37.62,Experience
5047,21.0,Female,Homemaker,0,Amazon Prime Video,3.0,9.0,350,Yes,2.5,Comedy,Mobile,Evening,3,4,5,3,3,4,No,Yes,Yes,Poor recommendations,Better streaming quality,Reduce buffering,Synthetic,48.0,31.0,51.0,43.33,Experience
5048,21.0,Male,Student,37500,Amazon Prime Video,2.0,9.0,750,No,15.0,Thriller,Smart TV,Night,4,5,3,5,4,5,No,Yes,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,40.86,38.0,24.0,34.29,Cost
5049,21.0,Male,Homemaker,62500,Netflix,3.0,9.0,350,Yes,7.5,Comedy,Laptop/Desktop,Night,4,5,3,4,3,4,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,34.0,38.0,44.0,38.67,Experience
5050,21.0,Male,Working Professional,0,Amazon Prime Video,2.0,4.5,750,No,2.5,Comedy,Mobile,Night,4,4,5,4,3,4,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,40.86,31.0,44.0,38.62,Experience
5051,39.5,Female,Student,0,Netflix,3.0,9.0,350,Yes,2.5,Romance,Mobile,Evening,5,5,4,5,4,5,Yes,No,No,No plans to switch,Better content,Reduce advertisements,Synthetic,20.0,29.0,24.0,24.33,Content
5052,21.0,Female,Student,0,Netflix,2.0,4.5,350,Yes,7.5,Action,Laptop/Desktop,Night,5,5,3,5,4,4,Yes,No,No,No plans to switch,"Better recommendations, Better content",Improve recommendations,Synthetic,20.0,38.0,33.0,30.33,Content
5053,21.0,Male,Student,0,Netflix,5.0,30.0,750,No,7.5,Horror,Mobile,Evening,4,5,4,4,4,3,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,40.86,29.0,49.0,39.62,Experience
5054,21.0,Female,Student,12500,Netflix,3.0,30.0,350,Yes,7.5,Horror,Mobile,Night,4,3,3,5,3,2,No,No,Yes,Need better content,"Better recommendations, Better content",Offer better family plans,Synthetic,34.0,60.0,55.0,49.67,Content
5055,49.5,Male,Student,12500,Amazon Prime Video,3.0,30.0,350,Yes,15.0,Comedy,Mobile,Night,3,5,5,4,3,3,Yes,No,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,48.0,20.0,53.0,40.33,Experience
5056,21.0,Male,Student,0,Netflix,3.0,30.0,100,Yes,7.5,Horror,Laptop/Desktop,Evening,3,5,5,3,3,3,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,43.71,20.0,60.0,41.24,Experience
5057,21.0,Female,Homemaker,0,Netflix,3.0,1.5,750,Yes,7.5,Comedy,Mobile,Night,4,3,3,3,2,4,Yes,Yes,No,No plans to switch,Better content,Lower subscription prices,Synthetic,40.86,60.0,55.0,51.95,Content
5058,21.0,Female,Student,62500,Netflix,3.0,30.0,350,Yes,7.5,Comedy,Mobile,Night,3,3,4,5,4,3,No,Yes,No,No plans to switch,Better content,Lower subscription prices,Synthetic,48.0,51.0,42.0,47.0,Content
5059,21.0,Female,Student,0,Netflix,2.0,4.5,350,No,7.5,Drama,Mobile,Evening,4,4,4,4,2,3,No,No,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,34.0,40.0,57.0,43.67,Experience
5060,21.0,Female,Student,125000,Amazon Prime Video,2.0,4.5,350,Yes,2.5,Romance,Laptop/Desktop,Night,4,4,4,5,1,4,No,No,No,No plans to switch,Better recommendations,Reduce buffering,Synthetic,34.0,40.0,45.0,39.67,Experience
5061,21.0,Female,Student,12500,Netflix,5.0,9.0,1750,No,7.5,Action,Laptop/Desktop,Night,3,5,5,5,4,4,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,72.0,20.0,33.0,41.67,Cost
5062,21.0,Female,Student,0,Netflix,5.0,1.5,350,No,7.5,Comedy,Laptop/Desktop,Evening,4,5,4,5,4,4,No,Yes,No,No plans to switch,"Lower price, Family plans",Reduce advertisements,Synthetic,34.0,29.0,33.0,32.0,Cost
5063,21.0,Female,Homemaker,0,Netflix,2.0,30.0,100,Yes,15.0,Thriller,Laptop/Desktop,Night,4,5,3,4,5,4,No,No,Yes,Limited content variety,Better content,Improve content variety,Synthetic,29.71,38.0,36.0,34.57,Content
5064,21.0,Female,Student,0,Netflix,5.0,30.0,100,Yes,2.5,Romance,Smart TV,Night,4,4,3,4,2,5,No,Yes,No,No plans to switch,Better content,Improve recommendations,Synthetic,29.71,49.0,39.0,39.24,Content
5065,21.0,Female,Student,12500,Netflix,1.0,30.0,350,Yes,2.5,Action,Mobile,Evening,5,4,4,5,3,5,Yes,Yes,Yes,Limited content variety,"Better content, Exclusive originals",Improve recommendations,Synthetic,20.0,40.0,28.0,29.33,Content
5066,21.0,Male,Student,0,Disney+ Hotstar,2.0,30.0,350,Yes,15.0,Anime,Mobile,Night,4,4,5,4,3,4,No,No,Yes,Buffering and playback issues,Better recommendations,Reduce buffering,Synthetic,34.0,31.0,44.0,36.33,Experience
5067,21.0,Male,Student,37500,Netflix,5.0,30.0,350,Yes,2.5,Comedy,Smart TV,Night,1,4,4,5,4,3,No,No,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,76.0,40.0,42.0,52.67,Cost
5068,21.0,Male,Working Professional,62500,Netflix,5.0,4.5,750,Yes,7.5,Comedy,Laptop/Desktop,Night,1,5,4,4,4,3,Yes,No,Yes,Expensive subscription,"Lower price, Family plans",Reduce buffering,Synthetic,82.86,29.0,49.0,53.62,Cost
5069,21.0,Female,Student,0,Amazon Prime Video,2.0,30.0,750,Yes,7.5,Action,Mobile,Night,4,2,4,3,5,4,Yes,No,Yes,Need better content,Better content,Reduce buffering,Synthetic,40.86,62.0,43.0,48.62,Content
5070,21.0,Male,Homemaker,0,Disney+ Hotstar,3.0,4.5,750,No,7.5,Romance,Mobile,Evening,4,5,3,4,3,4,No,Yes,Yes,Poor recommendations,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,40.86,38.0,44.0,40.95,Experience
5071,21.0,Female,Student,0,Netflix,2.0,1.5,1750,Yes,15.0,Action,Laptop/Desktop,Evening,5,5,4,4,5,3,No,Yes,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,44.0,29.0,45.0,39.33,Experience
5072,21.0,Female,Student,0,Netflix,1.0,30.0,350,Yes,2.5,Comedy,Smart TV,Night,3,3,3,4,3,4,Yes,No,Yes,Lack of content,"Better content, Exclusive originals",Reduce advertisements,Synthetic,48.0,60.0,44.0,50.67,Content
5073,21.0,Male,Student,0,Netflix,5.0,30.0,350,No,7.5,Thriller,Mobile,Evening,2,5,5,5,5,4,No,Yes,Yes,Lower price,Lower price,Lower subscription prices,Synthetic,62.0,20.0,29.0,37.0,Cost
5074,21.0,Male,Working Professional,37500,Amazon Prime Video,2.0,9.0,100,Yes,7.5,Romance,Mobile,Night,5,5,4,5,3,3,No,No,No,No plans to switch,Better streaming quality,Improve recommendations,Synthetic,15.71,29.0,46.0,30.24,Experience
5075,21.0,Female,Student,0,Netflix,5.0,9.0,350,Yes,7.5,Comedy,Laptop/Desktop,Evening,3,4,4,4,5,3,No,Yes,Yes,Lower price,"Lower price, Family plans",Reduce advertisements,Synthetic,48.0,40.0,45.0,44.33,Cost
5076,21.0,Male,Student,62500,Amazon Prime Video,1.0,4.5,350,No,7.5,Comedy,Mobile,Evening,4,4,3,5,2,4,No,Yes,Yes,Lack of content,"Better recommendations, Better content",Improve recommendations,Synthetic,34.0,49.0,41.0,41.33,Content
5077,21.0,Female,Student,62500,Netflix,2.0,4.5,1750,Yes,15.0,Comedy,Mobile,Night,4,3,3,3,3,4,No,Yes,No,No plans to switch,Better content,Add more exclusive content,Synthetic,58.0,60.0,51.0,56.33,Content
5078,21.0,Female,Student,125000,Netflix,5.0,4.5,750,No,7.5,Thriller,Mobile,Night,4,5,3,4,5,4,No,No,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,40.86,38.0,36.0,38.29,Cost
5079,39.5,Male,Student,0,Netflix,5.0,30.0,350,No,7.5,Romance,Mobile,Night,3,4,4,4,3,4,No,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,48.0,40.0,44.0,44.0,Cost
5080,49.5,Female,Student,0,Amazon Prime Video,5.0,30.0,750,No,15.0,Horror,Smart TV,Evening,4,4,4,4,4,4,No,Yes,No,No plans to switch,"Lower price, Better content",Improve content variety,Synthetic,40.86,40.0,40.0,40.29,Cost
5081,39.5,Female,Homemaker,62500,Disney+ Hotstar,2.0,30.0,750,No,7.5,Action,Laptop/Desktop,Evening,3,5,5,5,3,4,No,Yes,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,54.86,20.0,37.0,37.29,Cost
5082,21.0,Male,Homemaker,0,Netflix,2.0,30.0,350,No,2.5,Thriller,Smart TV,Night,3,3,5,3,5,4,No,Yes,No,No plans to switch,"Lower price, Family plans",Improve content variety,Synthetic,48.0,42.0,43.0,44.33,Cost
5083,39.5,Male,Student,0,Amazon Prime Video,1.0,4.5,350,Yes,7.5,Romance,Laptop/Desktop,Night,1,4,5,5,2,3,No,No,Yes,High subscription cost,"Lower price, Family plans",Reduce advertisements,Synthetic,76.0,31.0,50.0,52.33,Cost
5084,21.0,Male,Student,0,Netflix,2.0,9.0,750,No,7.5,Anime,Smart TV,Evening,3,5,5,3,2,4,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,54.86,20.0,55.0,43.29,Experience
5085,21.0,Male,Student,0,Netflix,3.0,30.0,350,Yes,7.5,Thriller,Smart TV,Evening,4,5,2,4,2,3,Yes,No,Yes,Poor recommendations,"Better streaming quality, Fewer ads",Improve recommendations,Synthetic,34.0,47.0,57.0,46.0,Experience
5086,39.5,Male,Homemaker,0,Netflix,5.0,4.5,350,Yes,7.5,Romance,Laptop/Desktop,Evening,4,5,4,5,5,4,Yes,Yes,Yes,Lower price,Lower price,Improve recommendations,Synthetic,34.0,29.0,29.0,30.67,Cost
5087,21.0,Male,Student,0,Disney+ Hotstar,5.0,30.0,350,No,2.5,Action,Mobile,Night,4,5,5,5,2,4,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,34.0,20.0,41.0,31.67,Experience
5088,21.0,Female,Student,37500,Netflix,2.0,1.5,750,Yes,15.0,Comedy,Laptop/Desktop,Night,1,3,5,5,3,5,Yes,No,Yes,High subscription cost,"Lower price, Better content",Lower subscription prices,Synthetic,82.86,42.0,28.0,50.95,Cost
5089,39.5,Male,Student,0,Disney+ Hotstar,2.0,30.0,350,No,7.5,Comedy,Laptop/Desktop,Evening,2,3,5,4,3,3,No,Yes,No,No plans to switch,"Lower price, Better content",Improve recommendations,Synthetic,62.0,42.0,53.0,52.33,Cost
5090,39.5,Female,Student,62500,Netflix,3.0,4.5,100,No,7.5,Romance,Smart TV,Night,2,4,3,5,5,4,No,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,57.71,49.0,29.0,45.24,Cost
5091,21.0,Female,Student,0,Netflix,2.0,9.0,750,Yes,7.5,Action,Mobile,Night,4,3,4,5,2,3,No,No,No,No plans to switch,"Better content, Exclusive originals",Add more exclusive content,Synthetic,40.86,51.0,50.0,47.29,Content
5092,21.0,Female,Student,0,Netflix,3.0,30.0,100,No,7.5,Anime,Laptop/Desktop,Night,1,4,4,4,2,3,No,Yes,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,71.71,40.0,57.0,56.24,Cost
5093,21.0,Male,Student,0,Netflix,3.0,30.0,350,Yes,7.5,Drama,Laptop/Desktop,Night,4,4,5,3,1,5,No,No,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,34.0,31.0,50.0,38.33,Experience
5094,21.0,Female,Student,0,Netflix,2.0,1.5,350,No,2.5,Anime,Laptop/Desktop,Night,4,4,4,3,4,4,No,No,No,No plans to switch,Better recommendations,Offer better family plans,Synthetic,34.0,40.0,47.0,40.33,Experience
5095,21.0,Male,Student,0,Amazon Prime Video,5.0,9.0,750,Yes,2.5,Comedy,Laptop/Desktop,Evening,4,2,5,4,1,4,No,Yes,Yes,Lack of content,"Better content, Exclusive originals",Offer better family plans,Synthetic,40.86,53.0,52.0,48.62,Content
5096,21.0,Female,Homemaker,0,Amazon Prime Video,2.0,9.0,100,No,7.5,Anime,Smart TV,Night,3,5,3,5,5,3,No,No,Yes,High subscription cost,Lower price,Improve recommendations,Synthetic,43.71,38.0,38.0,39.9,Cost
5097,39.5,Male,Student,0,Netflix,3.0,30.0,350,Yes,7.5,Comedy,Smart TV,Night,3,4,4,4,1,3,Yes,Yes,Yes,Poor recommendations,"Better streaming quality, Fewer ads",Offer better family plans,Synthetic,48.0,40.0,61.0,49.67,Experience
5098,21.0,Female,Student,0,Netflix,2.0,9.0,350,Yes,2.5,Romance,Mobile,Night,2,4,5,5,4,2,Yes,No,Yes,High subscription cost,"Lower price, Family plans",Add more exclusive content,Synthetic,62.0,31.0,51.0,48.0,Cost
5099,39.5,Male,Student,0,Amazon Prime Video,3.0,1.5,1750,No,15.0,Drama,Laptop/Desktop,Night,3,3,4,5,3,3,Yes,No,Yes,High subscription cost,Lower price,Add more exclusive content,Synthetic,72.0,51.0,46.0,56.33,Cost
5100,21.0,Male,Homemaker,0,Amazon Prime Video,3.0,9.0,750,Yes,7.5,Horror,Smart TV,Evening,4,3,3,5,4,3,Yes,Yes,No,No plans to switch,"Better content, Exclusive originals",Reduce advertisements,Synthetic,40.86,60.0,42.0,47.62,Content
5101,21.0,Female,Student,62500,Amazon Prime Video,5.0,30.0,750,Yes,2.5,Thriller,Mobile,Evening,5,4,5,4,5,4,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,26.86,31.0,36.0,31.29,Experience
5102,21.0,Male,Student,0,Netflix,2.0,4.5,350,Yes,7.5,Thriller,Laptop/Desktop,Night,2,4,5,5,4,4,No,No,No,No plans to switch,"Lower price, Better content",Improve recommendations,Synthetic,62.0,31.0,33.0,42.0,Cost
5103,21.0,Female,Working Professional,0,Netflix,2.0,9.0,1750,Yes,2.5,Action,Laptop/Desktop,Night,1,4,3,5,3,3,No,Yes,Yes,Lower price,Lower price,Lower subscription prices,Synthetic,100.0,49.0,46.0,65.0,Cost
5104,21.0,Male,Homemaker,0,Netflix,5.0,9.0,350,No,7.5,Action,Smart TV,Evening,3,5,3,5,5,4,No,No,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,48.0,38.0,29.0,38.33,Cost
5105,21.0,Male,Working Professional,12500,Netflix,3.0,30.0,750,Yes,7.5,Thriller,Laptop/Desktop,Night,5,5,5,3,2,4,Yes,No,Yes,Poor streaming experience,Better streaming quality,Reduce buffering,Synthetic,26.86,20.0,55.0,33.95,Experience
5106,21.0,Female,Student,0,Netflix,3.0,30.0,100,No,7.5,Comedy,Mobile,Evening,3,4,5,4,4,4,No,No,No,No plans to switch,Lower price,Lower subscription prices,Synthetic,43.71,31.0,40.0,38.24,Cost
5107,21.0,Male,Working Professional,0,Netflix,1.0,4.5,100,No,2.5,Horror,Mobile,Night,4,5,3,4,4,4,No,No,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,29.71,38.0,40.0,35.9,Experience
5108,21.0,Male,Homemaker,12500,Netflix,5.0,30.0,350,No,7.5,Comedy,Mobile,Night,4,4,4,4,4,4,Yes,Yes,No,No plans to switch,"Better content, Exclusive originals",Lower subscription prices,Synthetic,34.0,40.0,40.0,38.0,Content
5109,39.5,Male,Student,125000,Netflix,5.0,1.5,350,No,7.5,Romance,Smart TV,Evening,1,5,5,4,3,5,Yes,Yes,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,76.0,20.0,35.0,43.67,Cost
5110,21.0,Male,Student,0,Netflix,2.0,30.0,750,No,7.5,Action,Laptop/Desktop,Night,2,4,4,4,5,3,No,Yes,Yes,Expensive subscription,"Lower price, Family plans",Improve recommendations,Synthetic,68.86,40.0,45.0,51.29,Cost
5111,21.0,Female,Student,37500,Amazon Prime Video,2.0,9.0,350,No,7.5,Romance,Mobile,Night,3,4,5,5,2,3,Yes,Yes,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,48.0,31.0,50.0,43.0,Experience
5112,21.0,Female,Student,12500,Amazon Prime Video,3.0,9.0,1750,No,7.5,Comedy,Laptop/Desktop,Night,3,4,5,5,2,4,No,No,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,72.0,31.0,41.0,48.0,Cost
5113,21.0,Male,Student,0,Amazon Prime Video,2.0,4.5,100,Yes,2.5,Horror,Smart TV,Evening,3,4,3,4,5,3,No,No,No,No plans to switch,"Better content, Exclusive originals",Reduce buffering,Synthetic,43.71,49.0,45.0,45.9,Content
5114,21.0,Male,Homemaker,12500,Amazon Prime Video,5.0,4.5,750,No,7.5,Thriller,Laptop/Desktop,Night,5,4,5,4,4,4,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,26.86,31.0,40.0,32.62,Experience
5115,21.0,Male,Working Professional,0,Netflix,3.0,30.0,350,Yes,7.5,Romance,Laptop/Desktop,Night,2,4,4,5,2,4,No,No,Yes,Expensive subscription,"Lower price, Better content",Reduce advertisements,Synthetic,62.0,40.0,41.0,47.67,Cost
5116,21.0,Male,Student,0,Disney+ Hotstar,2.0,9.0,350,Yes,2.5,Comedy,Laptop/Desktop,Night,2,4,5,4,4,4,No,Yes,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,62.0,31.0,40.0,44.33,Cost
5117,21.0,Male,Student,62500,Netflix,2.0,9.0,350,Yes,2.5,Thriller,Mobile,Evening,4,5,2,4,4,4,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Reduce buffering,Synthetic,34.0,47.0,40.0,40.33,Content
5118,21.0,Female,Working Professional,0,Netflix,3.0,4.5,750,Yes,15.0,Anime,Mobile,Evening,3,4,4,5,3,4,No,No,No,No plans to switch,Lower price,Offer better family plans,Synthetic,54.86,40.0,37.0,43.95,Cost
5119,39.5,Female,Student,0,Netflix,2.0,4.5,750,Yes,7.5,Horror,Mobile,Night,5,4,3,5,4,4,No,Yes,Yes,Limited content variety,"Better content, Exclusive originals",Offer better family plans,Synthetic,26.86,49.0,33.0,36.29,Content
5120,39.5,Male,Student,0,Amazon Prime Video,5.0,9.0,750,No,2.5,Romance,Mobile,Night,3,5,5,3,3,4,No,No,Yes,High subscription cost,Lower price,Offer better family plans,Synthetic,54.86,20.0,51.0,41.95,Cost
5121,21.0,Male,Student,62500,Amazon Prime Video,5.0,30.0,100,Yes,7.5,Action,Smart TV,Night,3,5,4,4,2,4,Yes,No,Yes,Buffering and playback issues,Better recommendations,Improve recommendations,Synthetic,43.71,29.0,48.0,40.24,Experience
5122,21.0,Male,Student,0,Netflix,1.0,30.0,350,No,7.5,Action,Mobile,Evening,4,4,4,4,3,3,No,Yes,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,34.0,40.0,53.0,42.33,Experience
5123,21.0,Male,Student,0,Netflix,1.0,30.0,1750,Yes,7.5,Comedy,Mobile,Evening,1,5,3,4,3,4,No,Yes,No,No plans to switch,Lower price,Lower subscription prices,Synthetic,100.0,38.0,44.0,60.67,Cost
5124,21.0,Male,Homemaker,37500,Netflix,5.0,4.5,750,Yes,7.5,Comedy,Smart TV,Evening,4,4,5,4,2,3,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,40.86,31.0,57.0,42.95,Experience
5125,21.0,Female,Student,0,Netflix,3.0,30.0,100,No,7.5,Horror,Laptop/Desktop,Night,3,3,4,5,3,4,No,No,Yes,Limited content variety,"Better content, Exclusive originals",Add more exclusive content,Synthetic,43.71,51.0,37.0,43.9,Content
5126,21.0,Male,Student,12500,Netflix,3.0,1.5,100,Yes,7.5,Romance,Smart TV,Evening,3,4,5,5,4,3,No,Yes,Yes,Expensive subscription,"Lower price, Better content",Lower subscription prices,Synthetic,43.71,31.0,42.0,38.9,Cost
5127,21.0,Male,Student,0,Netflix,5.0,4.5,350,Yes,7.5,Action,Laptop/Desktop,Night,4,5,5,4,4,4,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,34.0,20.0,40.0,31.33,Experience
5128,21.0,Male,Student,37500,Netflix,3.0,4.5,100,Yes,2.5,Romance,Laptop/Desktop,Night,1,5,3,5,4,4,No,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,71.71,38.0,33.0,47.57,Cost
5129,21.0,Female,Student,125000,Netflix,3.0,4.5,350,Yes,2.5,Thriller,Laptop/Desktop,Night,3,5,4,5,4,5,No,No,No,No plans to switch,"Lower price, Family plans",Add more exclusive content,Synthetic,48.0,29.0,24.0,33.67,Cost
5130,21.0,Male,Working Professional,62500,Netflix,2.0,4.5,350,No,15.0,Romance,Mobile,Night,4,4,4,5,1,4,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,34.0,40.0,45.0,39.67,Experience
5131,21.0,Female,Homemaker,0,Netflix,2.0,1.5,350,Yes,15.0,Comedy,Mobile,Evening,3,5,4,4,5,4,No,Yes,Yes,High subscription cost,Lower price,Lower subscription prices,Synthetic,48.0,29.0,36.0,37.67,Cost
5132,21.0,Male,Student,125000,Netflix,3.0,1.5,100,Yes,15.0,Horror,Laptop/Desktop,Evening,5,5,4,4,4,5,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,15.71,29.0,31.0,25.24,Experience
5133,21.0,Male,Working Professional,0,Amazon Prime Video,5.0,30.0,750,No,15.0,Thriller,Smart TV,Night,5,4,5,5,4,4,Yes,Yes,No,No plans to switch,Better recommendations,Reduce advertisements,Synthetic,26.86,31.0,33.0,30.29,Experience
5134,21.0,Female,Student,37500,Netflix,5.0,30.0,1750,No,2.5,Comedy,Mobile,Evening,4,5,4,4,2,5,No,Yes,No,No plans to switch,Lower price,Improve recommendations,Synthetic,58.0,29.0,39.0,42.0,Cost
5135,21.0,Male,Student,0,Amazon Prime Video,2.0,9.0,750,Yes,7.5,Action,Smart TV,Night,5,4,5,3,2,4,No,Yes,Yes,Poor streaming experience,Better streaming quality,Reduce advertisements,Synthetic,26.86,31.0,55.0,37.62,Experience
5136,21.0,Female,Student,0,Netflix,3.0,9.0,350,Yes,2.5,Thriller,Mobile,Evening,2,4,4,4,2,3,No,No,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,62.0,40.0,57.0,53.0,Cost
5137,21.0,Female,Working Professional,125000,Netflix,5.0,4.5,100,Yes,2.5,Horror,Laptop/Desktop,Evening,1,5,5,4,2,3,No,Yes,No,No plans to switch,Lower price,Offer better family plans,Synthetic,71.71,20.0,57.0,49.57,Cost
5138,21.0,Female,Student,62500,Netflix,5.0,9.0,350,No,15.0,Romance,Mobile,Night,5,5,4,3,3,4,No,Yes,No,No plans to switch,Better streaming quality,Lower subscription prices,Synthetic,20.0,29.0,51.0,33.33,Experience
5139,21.0,Male,Student,0,Netflix,3.0,9.0,750,No,2.5,Drama,Mobile,Night,2,3,3,4,3,4,No,Yes,Yes,Lower price,Lower price,Lower subscription prices,Synthetic,68.86,60.0,44.0,57.62,Cost
5140,21.0,Female,Student,12500,Netflix,5.0,1.5,750,No,7.5,Horror,Laptop/Desktop,Evening,2,5,4,3,4,4,No,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,68.86,29.0,47.0,48.29,Cost
